Para analizar los resultados pueden hacer una copia (Archivo > Crear una copia) o bajar los csv de cada país (Archivo > Descargar como),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Recuerden calificar empresas en www.openqube.io,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Me identifico,Tengo,Argentina,Años de experiencia,Años en el puesto actual,¿Gente a cargo?,¿Cuánta?,Nivel de estudios alcanzado,Estado,Carrera,Realizaste cursos de especialización,Trabajo de,Tecnologías que utilizás,Tecnologías que utilizás,Tecnologías que utilizás,Automation o funcional?,Tecnologías que utilizás,Tecnologías que utilizás,¿Tenés guardias?,Cuánto cobrás por guardia (en tu moneda local),"¿Porcentaje, bruto o neto?",Tipo de contrato,Salario mensual (en tu moneda local),¿Bruto o neto?,¿Qué tan conforme estás con tu sueldo?,Cómo creés que está tu sueldo con respecto a julio 2017,Recibís algún tipo de bono,A qué está atado el bono,¿Tuviste ajustes por inflación en 2017?,¿De qué % fue el ajuste?,Cantidad de empleados,¿Cambiaste de empresa en los últimos 6 meses?,¿Cuál fue el principal motivo de cambio?,Beneficios extra
Hombre,34 - 36,Ciudad Autónoma de Buenos Aires,2,1,No,0,Terciario,En curso,Analista de sistemas,"Sí, de forma particular",Developer,,"CSS, HTML, Javascript, NodeJS",,,,,No,0,Bruto,Full-Time,28700,Bruto,2,2,No,No recibo bono,Uno,9,11-50,No,No cambié de empresa,Descuentos en gimnasios
Hombre,31 - 33,Ciudad Autónoma de Buenos Aires,10+,2,Sí,6,Universitario,En curso,Ingenieria en Sistemas,"Sí, de forma particular, Sí, los pagó un empleador",SysAdmin / DevOps,"Linux, Windows, Amazon Web Services, Azure, Docker / Containers, OpenStack, VMWare","Go, Java, Perl, PHP, Python, Ruby",,,,,No,0,Bruto,Full-Time,50600,Bruto,2,2,No,No recibo bono,No,0,5001-10000,No,No cambié de empresa,"Capacitaciones y/o cursos, Clases de idiomas, Descuentos en gimnasios, Descuentos varios (Clarín 365, Club La Nación, programas de beneficios, etc), Horarios flexibles, Laptop, Masajes, Playroom, Viajes al exterior, WFH (Trabajar desde casa)"
Hombre,27 - 30,Ciudad Autónoma de Buenos Aires,10+,2,Sí,4,Universitario,Completado,,"Sí, de forma particular, Sí, los pagó un empleador",Developer,,"HTML, Javascript, NodeJS",,,,,"Sí, pasiva",0,Bruto,Full-Time,124000,Bruto,3,3,No,No recibo bono,Dos,30,101-200,No,No cambié de empresa,"Aumento por inflación, Bonos por desempeño, Capacitaciones y/o cursos, Clases de idiomas, Comidas pagas/subvencionadas, Laptop, Playroom, Snacks, golosinas, bebidas, Stock options / Shares, Vacaciones flexibles (adicionales a las reglamentarias)"
Hombre,41 - 45,Ciudad Autónoma de Buenos Aires,10+,2,No,0,Terciario,Completado,Sistemas,"Sí, de forma particular",SysAdmin / DevOps,"Linux, Windows, Amazon Web Services, Docker / Containers, VMWare","HTML, Javascript, NodeJS, PHP",,,,,"Sí, pasiva",0,Bruto,Full-Time,29900,Neto,2,2,No,No recibo bono,Uno,10,101-200,No,No cambié de empresa,"Aumento por inflación, Capacitaciones y/o cursos, Descuentos en gimnasios, Laptop"
Hombre,34 - 36,Ciudad Autónoma de Buenos Aires,9,5,No,0,Universitario,Incompleto,Ing. Electrónica,"Sí, de forma particular",Developer,,"C, C++",,,,,No,0,Porcentaje de mi sueldo,Remoto (empresa de otro país),50000,Neto,3,3,No,No recibo bono,No,0,1-10,No,No cambié de empresa,"Horarios flexibles, Laptop, Vacaciones flexibles (adicionales a las reglamentarias)"
Mujer,27 - 30,Ciudad Autónoma de Buenos Aires,8,Menos de un año,No,0,Universitario,En curso,Ingeniería en Informática,No,Developer,,Java,,,,,"Sí, pasiva",0,Porcentaje de mi sueldo,Full-Time,55000,Neto,4,4,No,No recibo bono,Dos,23,101-200,Sí,Desafíos profesionales,"Aumento por inflación, Clases de idiomas, Comidas pagas/subvencionadas, Laptop, Playroom, Snacks, golosinas, bebidas, Stock options / Shares, Vacaciones flexibles (adicionales a las reglamentarias)"
Hombre,31 - 33,Ciudad Autónoma de Buenos Aires,10+,7,Sí,3,Universitario,Incompleto,ING. En Electrónica ,"Sí, de forma particular",PM,,,,,,,,,,Full-Time,32000,Neto,2,2,No,No recibo bono,Uno,22,501-1000,No,No cambié de empresa,"Abono de celular y/o Internet, Comidas pagas/subvencionadas, Descuentos varios (Clarín 365, Club La Nación, programas de beneficios, etc), Laptop"
Hombre,24 - 26,Ciudad Autónoma de Buenos Aires,1,1,No,0,Universitario,En curso,Ing Sistemas,No,Developer,,"HTML, Java, Javascript, NodeJS, Hibernate - SQL",,,,,No,0,Porcentaje de mi sueldo,Full-Time,20210,Neto,1,1,No,No recibo bono,Dos,22,51-100,No,No cambié de empresa,"Horarios flexibles, WFH (Trabajar desde casa)"
Hombre,24 - 26,Ciudad Autónoma de Buenos Aires,6,Menos de un año,No,0,Secundario,Completado,,"Sí, los pagó un empleador",Networking,,,,,,,"Sí, pasiva",3000,Neto,Full-Time,25004,Neto,2,1,No,No recibo bono,No,0,101-200,No,No cambié de empresa,"Abono de celular y/o Internet, Capacitaciones y/o cursos, Horarios flexibles, Laptop, Snacks, golosinas, bebidas, Vacaciones flexibles (adicionales a las reglamentarias)"
Hombre,27 - 30,Ciudad Autónoma de Buenos Aires,2,1,Sí,1,Universitario,Completado,Ciencias de la computación,No,Developer,,"CSS, HTML, Javascript, jQuery, NodeJS, Python",,,,,No,0,Porcentaje de mi sueldo,Part-Time,34000,Bruto,4,3,No,No recibo bono,Dos,22,11-50,No,No cambié de empresa,"Aumento por inflación, Horarios flexibles, Laptop, Vacaciones flexibles (adicionales a las reglamentarias), Viajes al exterior, WFH (Trabajar desde casa)"
Hombre,34 - 36,Ciudad Autónoma de Buenos Aires,4,Menos de un año,No,0,Universitario,En curso,,No,Developer,,".NET, C#, Javascript",,,,,No,0,Porcentaje de mi sueldo,Full-Time,38000,Neto,3,3,No,No recibo bono,Dos,20,11-50,Sí,Mayor comodidad,-
Hombre,50+,Ciudad Autónoma de Buenos Aires,10+,10+,Sí,4,Universitario,Completado,Ingeniera Sistemas,"Sí, de forma particular, Sí, los pagó un empleador",Developer,,"HTML, Java, Javascript, jQuery, NodeJS",,,,,No,10,Porcentaje de mi sueldo,Freelance,60000,Neto,3,2,No,No recibo bono,No,0,101-200,Sí,Salario,"Aumento por inflación, Capacitaciones y/o cursos, Clases de idiomas, Descuentos en gimnasios, Horarios flexibles, Laptop, Masajes, Vacaciones flexibles (adicionales a las reglamentarias)"
Hombre,31 - 33,Ciudad Autónoma de Buenos Aires,7,3,No,0,Terciario,Completado,Analista de Sistemas,"Sí, de forma particular, Sí, los pagó un empleador",Analista Técnico,,,,,,,,,,Full-Time,38000,Bruto,1,2,No,No recibo bono,Dos,25,201-500,No,No cambié de empresa,"Aumento por inflación, Clases de idiomas, Descuentos en gimnasios, Descuentos varios (Clarín 365, Club La Nación, programas de beneficios, etc), Vacaciones flexibles (adicionales a las reglamentarias)"
Hombre,31 - 33,Ciudad Autónoma de Buenos Aires,10+,3,Sí,6,Posgrado,Incompleto,,"Sí, de forma particular",Networking,,,,,,,"Sí, pasiva",0,Porcentaje de mi sueldo,Full-Time,25000,Bruto,2,2,No,No recibo bono,Uno,15,101-200,Sí,Salario,"Capacitaciones y/o cursos, Cuota para universidad, Horarios flexibles"
Hombre,34 - 36,Ciudad Autónoma de Buenos Aires,8,4,No,0,Terciario,Incompleto,Telecomunicaciones,"Sí, de forma particular, Sí, los pagó un empleador",Networking,,,,,,,"Sí, pasiva",0,Bruto,Full-Time,47500,Bruto,3,2,No,No recibo bono,Dos,24,10001+,No,No cambié de empresa,"Abono de celular y/o Internet, Aumento por inflación, Capacitaciones y/o cursos, Clases de idiomas, Descuentos en gimnasios, Descuentos varios (Clarín 365, Club La Nación, programas de beneficios, etc), Horarios flexibles, Laptop, Masajes, Snacks, golosinas, bebidas, WFH (Trabajar desde casa)"
Hombre,37 - 40,Ciudad Autónoma de Buenos Aires,10+,1,No,0,Posgrado,Completado,Ingenieria Informatica ,"Sí, de forma particular, Sí, los pagó un empleador",Product Manager,,,,,,,,,,Full-Time,160000,Bruto,3,3,No,No recibo bono,Dos,25,101-200,No,No cambié de empresa,"Abono de celular y/o Internet, Aumento por inflación, Comidas pagas/subvencionadas, Descuentos en gimnasios, Horarios flexibles, Laptop, Snacks, golosinas, bebidas, Stock options / Shares, Vacaciones flexibles (adicionales a las reglamentarias), Viajes al exterior, WFH (Trabajar desde casa)"
Hombre,31 - 33,Ciudad Autónoma de Buenos Aires,10+,2,No,0,Universitario,Incompleto,Ing Informatica,"Sí, de forma particular, Sí, los pagó un empleador",Formando una pyme de desarrollo,,,,,,,,,,Freelance,90000,Neto,3,3,No,No recibo bono,Dos,24,1-10,No,No cambié de empresa,Aumento por inflación
Hombre,31 - 33,Ciudad Autónoma de Buenos Aires,2,2,No,0,Universitario,En curso,Ingeniería en sistemas,"Sí, de forma particular",QA / Tester,,,Bash,Funcional,ALM explorer,,,,,Full-Time,21000,Bruto,1,1,No,No recibo bono,Dos,11,51-100,No,No cambié de empresa,"Horarios flexibles, Laptop, WFH (Trabajar desde casa)"
Hombre,31 - 33,Ciudad Autónoma de Buenos Aires,10+,4,No,0,Secundario,Completado,,"Sí, de forma particular",Developer,,"CSS, HTML, Javascript, jQuery, PHP",,,,,No,0,Neto,Full-Time,22000,Neto,1,1,No,No recibo bono,Uno,20,5001-10000,No,No cambié de empresa,"Clases de idiomas, Horarios flexibles, WFH (Trabajar desde casa)"
Hombre,27 - 30,Ciudad Autónoma de Buenos Aires,8,1,No,0,Universitario,En curso,Ingeniería informática,"Sí, de forma particular",Developer,,"CSS, HTML, Javascript, NodeJS",,,,,No,0,Porcentaje de mi sueldo,Full-Time,50000,Bruto,3,3,Un sueldo,Mix de las anteriores,Dos,30,101-200,No,No cambié de empresa,"Aumento por inflación, Bonos por desempeño, Clases de idiomas, Comidas pagas/subvencionadas, Laptop, Masajes, Snacks, golosinas, bebidas, Stock options / Shares, Vacaciones flexibles (adicionales a las reglamentarias)"
Hombre,27 - 30,Ciudad Autónoma de Buenos Aires,10+,6,No,0,Secundario,Completado,,"Sí, de forma particular",SysAdmin / DevOps,"Linux, Amazon Web Services, Azure, Docker / Containers, OpenStack, VMWare","Javascript, NodeJS, PHP",,,,,No,0,Bruto,Full-Time,65000,Bruto,4,3,Un sueldo,Performance individual,Dos,22,11-50,No,No cambié de empresa,"Aumento por inflación, Bonos por desempeño, Comidas pagas/subvencionadas, Horarios flexibles, WFH (Trabajar desde casa)"
Hombre,34 - 36,Ciudad Autónoma de Buenos Aires,9,1,Sí,1,Posgrado,Incompleto,Magister ingeniería de Software,"Sí, de forma particular",Architect,,,,,,,,,,Full-Time,51000,Neto,2,2,Menos de un sueldo,Mix de las anteriores,Uno,24,201-500,No,No cambié de empresa,Ninguna de las anteriores
Hombre,37 - 40,Ciudad Autónoma de Buenos Aires,3,3,No,0,Terciario,Completado,Analista de sistemas,"Sí, de forma particular",SysAdmin / DevOps,"AIX, Linux","Python, bash",,,,,"Sí, pasiva",0,Porcentaje de mi sueldo,Full-Time,57500,Bruto,2,2,Menos de un sueldo,Performance de la compañía,Dos,15,10001+,No,No cambié de empresa,"Abono de celular y/o Internet, Aumento por inflación, Comidas pagas/subvencionadas, Vacaciones flexibles (adicionales a las reglamentarias)"
Hombre,31 - 33,Ciudad Autónoma de Buenos Aires,10+,Menos de un año,Sí,9,Universitario,Completado,,No,Developer,,"Java, Javascript, NodeJS, Objective-C, PHP, Swift",,,,,No,0,Neto,Full-Time,95000,Bruto,3,3,Un sueldo,Mix de las anteriores,Dos,20,5001-10000,Sí,Desafíos profesionales,"Clases de idiomas, Horarios flexibles, Laptop, Snacks, golosinas, bebidas"
Hombre,31 - 33,Ciudad Autónoma de Buenos Aires,2,2,No,0,Universitario,Completado,Ingeniería Electrónica,"Sí, los pagó un empleador",SysAdmin / DevOps,"Linux, Windows, OpenStack","C, Perl, Python",,,,,"Sí, pasiva",1300,Bruto,Full-Time,32000,Neto,2,2,Un sueldo,Convenio,Uno,15,1001-2000,No,No cambié de empresa,"Abono de celular y/o Internet, Descuentos en gimnasios, Laptop"
Hombre,31 - 33,Ciudad Autónoma de Buenos Aires,8,2,Sí,3,Terciario,En curso,tecnicatura en desarrollo de software,"Sí, los pagó un empleador",SysAdmin / DevOps,"Linux, Windows, Azure, hyper v",".NET, C#, CSS, HTML, Javascript, jQuery, NodeJS, angular, node",,,,,"Sí, pasiva",0,Bruto,Full-Time,28500,Neto,2,2,No,No recibo bono,Dos,25,51-100,No,No cambié de empresa,"Aumento por inflación, Capacitaciones y/o cursos, Descuentos en gimnasios, Laptop, osde210 plan familiar"
Hombre,27 - 30,Ciudad Autónoma de Buenos Aires,4,1,Sí,2,Terciario,Incompleto,Tecnico Superior En Sistemas,"Sí, de forma particular, Sí, los pagó un empleador",Architect/Admin Big Data,,,,,,,,,,Full-Time,38000,Neto,3,3,Un sueldo,Performance grupal,Uno,30,101-200,No,No cambié de empresa,"Aumento por inflación, Bonos por desempeño, Capacitaciones y/o cursos, Horarios flexibles, Laptop, WFH (Trabajar desde casa)"
Hombre,31 - 33,Ciudad Autónoma de Buenos Aires,7,4,No,0,Universitario,En curso,,"Sí, de forma particular",HelpDesk,,,,,,,No,0,Bruto,Full-Time,28500,Bruto,1,2,Menos de un sueldo,Performance individual,Uno,20,1001-2000,No,No cambié de empresa,Descuentos en gimnasios
Hombre,34 - 36,Ciudad Autónoma de Buenos Aires,10+,3,Sí,2,Universitario,En curso,Ing en sistemas,"Sí, de forma particular, Sí, los pagó un empleador",CTO,,,,,,,,,,Full-Time,73000,Bruto,3,1,No,No recibo bono,Uno,15,11-50,No,No cambié de empresa,"Abono de celular y/o Internet, Horarios flexibles, Vacaciones flexibles (adicionales a las reglamentarias), WFH (Trabajar desde casa)"
Hombre,37 - 40,Ciudad Autónoma de Buenos Aires,10+,10+,Sí,6,Posgrado,Completado,Licenciado en Informatica,"Sí, de forma particular, Sí, los pagó un empleador",Coordinador de Infra,,,,,,,,,,Full-Time,57700,Bruto,3,2,Un sueldo,Mix de las anteriores,Dos,24,201-500,No,No cambié de empresa,"Abono de celular y/o Internet, Aumento por inflación, Bonos por desempeño, Capacitaciones y/o cursos, Clases de idiomas, Comidas pagas/subvencionadas, Descuentos en gimnasios, Descuentos varios (Clarín 365, Club La Nación, programas de beneficios, etc), Horarios flexibles, Laptop, Masajes, Playroom, Snacks, golosinas, bebidas, Vacaciones flexibles (adicionales a las reglamentarias), WFH (Trabajar desde casa)"
Mujer,24 - 26,Ciudad Autónoma de Buenos Aires,1,2,No,0,Terciario,En curso,Técnico superior en informática aplicada,"Sí, de forma particular",Developer,,".NET, C#, HTML, Javascript, jQuery",,,,,No,0,Bruto,Full-Time,21350,Bruto,3,2,Menos de un sueldo,Mix de las anteriores,Dos,16,501-1000,No,No cambié de empresa,"Aumento por inflación, Capacitaciones y/o cursos, Clases de idiomas, Descuentos en gimnasios, Horarios flexibles, Laptop, Snacks, golosinas, bebidas, Vacaciones flexibles (adicionales a las reglamentarias), WFH (Trabajar desde casa)"
Hombre,41 - 45,Ciudad Autónoma de Buenos Aires,10+,3,Sí,2,Universitario,Completado,,No,Relationship Manager,,,,,,,,,,Full-Time,52000,Neto,3,3,3+ sueldos,Mix de las anteriores,Dos,25,2001-5000,No,No cambié de empresa,"Abono de celular y/o Internet, Aumento por inflación, Bonos por desempeño, Comidas pagas/subvencionadas, Descuentos en gimnasios, Horarios flexibles, Laptop, Masajes, WFH (Trabajar desde casa)"
Hombre,34 - 36,Ciudad Autónoma de Buenos Aires,4,4,Sí,5,Posgrado,Completado,Contador,"Sí, de forma particular, Sí, los pagó un empleador",Contador,,,,,,,,,,Full-Time,98000,Bruto,4,4,Un sueldo,Mix de las anteriores,Dos,24,11-50,No,No cambié de empresa,"Abono de celular y/o Internet, Aumento por inflación, Bonos por desempeño, Clases de idiomas, Laptop, Viajes al exterior"
Hombre,37 - 40,Ciudad Autónoma de Buenos Aires,10+,4,Sí,34,Universitario,Completado,Licenciado en Sociología,"Sí, los pagó un empleador",QA / Tester,,,"Java, Javascript, PHP",Mix,HP LoadRunner,,,,,Tercerizado (trabajo a través de consultora o agencia),44000,Bruto,3,3,No,No recibo bono,Dos,23,201-500,No,No cambié de empresa,"Aumento por inflación, Capacitaciones y/o cursos, Descuentos en gimnasios"
Hombre,31 - 33,Ciudad Autónoma de Buenos Aires,10+,3,Sí,6,Universitario,Completado,Informatica,No,Developer,,ABAP,,,,,No,0,Bruto,Full-Time,67000,Bruto,3,3,De uno a tres sueldos,Mix de las anteriores,Dos,28,1001-2000,No,No cambié de empresa,"Aumento por inflación, Bonos por desempeño, Capacitaciones y/o cursos, Clases de idiomas, Descuentos en gimnasios, Laptop, Vacaciones flexibles (adicionales a las reglamentarias), WFH (Trabajar desde casa)"
Hombre,27 - 30,Ciudad Autónoma de Buenos Aires,4,1,No,0,Universitario,En curso,Licenciatura en Cs de la Computación,No,Developer,,".NET, C#, Javascript, AngularJS",,,,,No,0,Porcentaje de mi sueldo,Full-Time,41000,Bruto,3,3,Un sueldo,Mix de las anteriores,Dos,24,101-200,No,No cambié de empresa,"Aumento por inflación, Bonos por desempeño, Capacitaciones y/o cursos, Clases de idiomas, Descuentos en gimnasios, Horarios flexibles, Laptop, Snacks, golosinas, bebidas, Vacaciones flexibles (adicionales a las reglamentarias)"
Mujer,24 - 26,Ciudad Autónoma de Buenos Aires,5,5,No,0,Universitario,Completado,Ingeniera en sistemas ,No,Developer,,"CSS, HTML, Java, Javascript, jQuery, Scala",,,,,No,0,Bruto,Full-Time,51000,Bruto,3,3,No,No recibo bono,Dos,20,1-10,Sí,Desafíos profesionales,"Clases de idiomas, Comidas pagas/subvencionadas, Horarios flexibles, Vacaciones flexibles (adicionales a las reglamentarias), Viajes al exterior, WFH (Trabajar desde casa)"
Mujer,37 - 40,Ciudad Autónoma de Buenos Aires,10+,Menos de un año,No,0,Universitario,Completado,Programador universitario,"Sí, de forma particular",Developer,,PHP,,,,,No,0,Bruto,Full-Time,30000,Bruto,1,1,No,No recibo bono,No,0,51-100,Sí,Salario,Horarios flexibles
Hombre,31 - 33,Ciudad Autónoma de Buenos Aires,10+,4,Sí,7,Universitario,Incompleto,Ing en siste.as,"Sí, de forma particular, Sí, los pagó un empleador",SysAdmin / DevOps,"*BSD, AIX, HP-UX, Linux, Solaris, Windows, Amazon Web Services, VMWare","C, PHP",,,,,No,0,Porcentaje de mi sueldo,Full-Time,40000,Neto,3,2,Un sueldo,Performance de la compañía,Dos,25,11-50,No,No cambié de empresa,"Abono de celular y/o Internet, Bonos por desempeño, Capacitaciones y/o cursos, Clases de idiomas, Horarios flexibles"
Hombre,37 - 40,Ciudad Autónoma de Buenos Aires,10+,2,No,0,Universitario,En curso,Licenciatura en sistemas,No,Developer,,SAS,,,,,No,0,Bruto,Full-Time,50000,Bruto,2,1,Menos de un sueldo,Performance de la compañía,Dos,20,2001-5000,No,No cambié de empresa,"Descuentos en gimnasios, Horarios flexibles, Laptop, Snacks, golosinas, bebidas, Vacaciones flexibles (adicionales a las reglamentarias), WFH (Trabajar desde casa)"
Mujer,27 - 30,Ciudad Autónoma de Buenos Aires,10+,4,No,0,Terciario,En curso,Lic. En sistemas,No,Analista de Sistemas,,,,,,,,,,Full-Time,40391,Bruto,4,3,No,No recibo bono,Dos,15,2001-5000,No,Mayor comodidad,"Descuentos en gimnasios, Descuentos varios (Clarín 365, Club La Nación, programas de beneficios, etc), Horarios flexibles, Vacaciones flexibles (adicionales a las reglamentarias), WFH (Trabajar desde casa)"
Hombre,21 - 23,Ciudad Autónoma de Buenos Aires,2,Menos de un año,No,0,Terciario,Completado,Tecnico Informático,"Sí, de forma particular",HelpDesk,,,,,,,No,0,Porcentaje de mi sueldo,Full-Time,8305,Neto,1,1,No,No recibo bono,No,0,11-50,No,No cambié de empresa,Ninguna de las anteriores
Hombre,21 - 23,Ciudad Autónoma de Buenos Aires,1,1,No,0,Terciario,En curso,Soporte de infraestructuras,"Sí, de forma particular",HelpDesk,,,,,,,No,0,Bruto,Full-Time,16000,Neto,3,3,No,No recibo bono,Uno,20,201-500,No,No cambié de empresa,Ninguna de las anteriores
Mujer,27 - 30,Ciudad Autónoma de Buenos Aires,7,5,No,0,Universitario,En curso,Ing. en Sistemas,"Sí, de forma particular",QA / Tester,,,C++,Funcional,HP ALM - PL/SQL developer - SOAPui,,,,,Full-Time,39000,Bruto,2,1,No,No recibo bono,Uno,15,501-1000,No,No cambié de empresa,"Clases de idiomas, Snacks, golosinas, bebidas, Vacaciones flexibles (adicionales a las reglamentarias)"
Hombre,31 - 33,Ciudad Autónoma de Buenos Aires,3,Menos de un año,No,0,Doctorado,Completado,Matemáticas,No,Developer,,"Javascript, PHP, Python",,,,,No,0,Bruto,Full-Time,87500,Bruto,3,3,No,No recibo bono,Dos,25,501-1000,No,No cambié de empresa,"Aumento por inflación, Horarios flexibles, WFH (Trabajar desde casa)"
Hombre,31 - 33,Ciudad Autónoma de Buenos Aires,8,Menos de un año,No,0,Terciario,Incompleto,Programación,No,Developer,,"HTML, Javascript, jQuery, NodeJS, PHP, Python",,,,,No,0,Bruto,Full-Time,45000,Bruto,4,3,No,No recibo bono,No,0,11-50,Sí,Mejores beneficios,Ninguna de las anteriores
Hombre,37 - 40,Ciudad Autónoma de Buenos Aires,10+,1,Sí,7,Universitario,Incompleto,Ingenieria Informática,No,Developer,,Java,,,,,No,0,Bruto,Full-Time,120000,Bruto,4,3,Un sueldo,Mix de las anteriores,Dos,35,201-500,No,No cambié de empresa,"Aumento por inflación, Bonos por desempeño, Clases de idiomas, Comidas pagas/subvencionadas, Horarios flexibles, Laptop, Stock options / Shares, Vacaciones flexibles (adicionales a las reglamentarias), Viajes al exterior"
Mujer,34 - 36,Ciudad Autónoma de Buenos Aires,10+,2,Sí,1,Universitario,Completado,Lic en Relaciones del Trabajo,"Sí, de forma particular",Recruiter,,,,,,,,,,Freelance,60,Neto,3,3,No,No recibo bono,No,0,1-10,No,No cambié de empresa,Ninguna de las anteriores
Hombre,46 - 49,Ciudad Autónoma de Buenos Aires,10+,2,No,0,Terciario,Completado,Tecnico en armado y reparación,"Sí, de forma particular",Coordinador de marketing,,,,,,,,,,Full-Time,20000,Neto,2,2,No,No recibo bono,Uno,6,501-1000,No,No cambié de empresa,"Capacitaciones y/o cursos, Descuentos en gimnasios, Laptop"
